L,50.67,80
L,53.83,70
L,61.33,60
L,72.50 ,50
L,82.00,45
L,92.33,40
L,108.00,35
L,117.00,32
L,128.67,30
R,69.00,80
R,69.17,70
R,69.67,60
R,77.50,50
R,83.00,45
R,91.67,40
R,104.33,35
R,116.17,32
R,119.00,30
